"Date","Price","Open","High","Low","Change %"
"Sep 14, 2018","8.0625","7.9527","8.0970","7.8457","1.15%"
"Sep 13, 2018","7.9707","8.2750","8.5730","7.8334","-3.72%"
"Sep 12, 2018","8.2783","8.3854","8.4335","8.2127","-1.24%"
"Sep 11, 2018","8.3820","8.4177","8.4748","8.3468","-0.42%"
"Sep 10, 2018","8.4172","8.2417","8.4545","8.2392","1.64%"
"Sep 07, 2018","8.2815","8.4930","8.5498","8.2077","-2.72%"
"Sep 06, 2018","8.5130","8.5168","8.5951","8.4449","-0.12%"
"Sep 05, 2018","8.5229","8.5852","8.6324","8.4745","-0.63%"
"Sep 04, 2018","8.5767","8.5344","8.6261","8.4461","0.44%"
"Sep 03, 2018","8.5393","8.4699","8.6969","8.3871","0.75%"
"Aug 31, 2018","8.4756","8.6700","8.8633","8.3043","-2.08%"
"Aug 30, 2018","8.6555","8.4116","8.8957","8.3389","2.62%"
"Aug 29, 2018","8.4349","8.1167","8.4865","8.0334","4.42%"
"Aug 28, 2018","8.0780","7.9238","8.1378","7.8754","2.35%"
"Aug 27, 2018","7.8927","7.7115","8.0914","7.6588","2.23%"
"Aug 24, 2018","7.7206","7.8042","7.8648","7.6815","-1.65%"
"Aug 23, 2018","7.8504","7.8340","7.9564","7.7649","0.48%"
"Aug 22, 2018","7.8128","7.8366","7.9019","7.7662","-0.33%"
"Aug 21, 2018","7.8386","7.7859","7.9277","7.7434","0.74%"
"Aug 20, 2018","7.7807","7.6968","7.9390","7.6125","1.45%"
"Aug 17, 2018","7.6693","7.4086","8.0534","7.2843","3.48%"
"Aug 16, 2018","7.4116","7.5778","7.6699","7.2122","-2.56%"
"Aug 15, 2018","7.6067","8.0677","8.3774","7.4435","-5.93%"
"Aug 14, 2018","8.0860","8.7929","8.8888","7.9831","-8.00%"
"Aug 13, 2018","8.7888","8.2366","9.2499","8.2152","7.09%"
"Aug 10, 2018","8.2073","7.1110","8.6562","7.0944","15.40%"
"Aug 09, 2018","7.1118","6.8004","7.1612","6.7977","4.56%"
"Aug 08, 2018","6.8014","6.7899","6.8548","6.7550","0.23%"
"Aug 07, 2018","6.7858","6.8994","6.9512","6.7049","-1.64%"
"Aug 06, 2018","6.8990","6.6091","7.0243","6.6091","4.38%"
"Aug 03, 2018","6.6098","6.5944","6.6605","6.5695","0.22%"
"Aug 02, 2018","6.5952","6.5536","6.6643","6.4972","0.59%"
"Aug 01, 2018","6.5565","6.4504","6.5798","6.4371","1.64%"
"Jul 31, 2018","6.4506","6.4159","6.4765","6.4055","0.59%"
"Jul 30, 2018","6.4127","6.3455","6.4378","6.3421","0.78%"
"Jul 27, 2018","6.3629","6.3776","6.3940","6.3294","-0.23%"
"Jul 26, 2018","6.3774","6.2892","6.4134","6.2854","1.31%"
"Jul 25, 2018","6.2949","6.4262","6.4325","6.2949","-1.99%"
"Jul 24, 2018","6.4228","6.2119","6.4842","6.1975","3.43%"
"Jul 23, 2018","6.2100","6.2989","6.3023","6.1989","-1.35%"
"Jul 20, 2018","6.2947","6.2496","6.3094","6.2302","0.63%"
"Jul 19, 2018","6.2553","6.2708","6.3037","6.2484","-0.19%"
"Jul 18, 2018","6.2669","6.3031","6.3128","6.2179","-0.59%"
"Jul 17, 2018","6.3038","6.4161","6.4358","6.2637","-1.72%"
"Jul 16, 2018","6.4143","6.4078","6.4615","6.3826","-0.18%"
"Jul 13, 2018","6.4257","6.4120","6.4513","6.3345","0.22%"
"Jul 12, 2018","6.4118","6.4390","6.5666","6.3150","-0.43%"
"Jul 11, 2018","6.4393","6.2435","6.4428","6.2214","3.03%"
"Jul 10, 2018","6.2500","6.2847","6.3102","6.1470","-0.42%"
"Jul 09, 2018","6.2766","6.0831","6.2928","6.0092","3.37%"
"Jul 06, 2018","6.0720","6.0760","6.1138","6.0592","-0.04%"
"Jul 05, 2018","6.0744","6.1788","6.1993","6.0575","-1.63%"
"Jul 04, 2018","6.1748","6.1602","6.2332","6.1523","0.21%"
"Jul 03, 2018","6.1618","6.0653","6.1765","6.0539","1.56%"
"Jul 02, 2018","6.0670","6.0484","6.1177","6.0400","0.13%"
"Jun 29, 2018","6.0590","5.9941","6.0864","5.9594","1.04%"
"Jun 28, 2018","5.9966","6.0617","6.0839","5.9737","-1.07%"
"Jun 27, 2018","6.0613","6.1056","6.1493","6.0396","-0.71%"
"Jun 26, 2018","6.1047","6.2180","6.2610","6.0841","-1.77%"
